id,Limba,Locality,Sample,Type_of_tourist,Q1,Q2,Q3,Q3A,Q4,Q5,Q6_1,Q6_2,Q6_3,Q7_1,Q7_2,Q7_3,Q8,Q9_1,Q9_2,Q13,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_14,Q14_99,Q14_14_other,Q15,Q16A,Q16B_1,Q16B_2,Q16B_3,Q16B_4,Q16B_5,Q16B_6,Q16B_7,Q16B_8,Q16B_9,Q16B_10,Q16B_11,Q16B_12,Q16B_99,Q16B_11_other,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_99,Q18,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_99,Q20_1_other,Q20_3_other,Q20_9_other,Q21,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q22_11,Q22_99,Q22_11_other,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_99,Q23_6_other,Q24A,Q24B,Q25_1_Total,Q25_1_97,Q25_1_99,Q25_2_Total,Q25_2_6,Q25_2_7,Q25_3_Total,Q25_3_6,Q25_3_7,Q25_4_Total,Q25_4_6,Q25_4_7,Q25_5_Total,Q25_5_6,Q25_5_7,Q25_6_Total,Q25_6_6,Q25_6_7,Q25_7_Total,Q25_7_6,Q25_7_7,Q25_8_Total,Q25_8_6,Q25_8_7,Q25_9_Total,Q25_9_6,Q25_9_7,Q25_13_Total,Q25_13_6,Q25_13_7,Q26_11,Q27_11,Q26_12,Q27_12,Q26_13,Q27_13,Q26_14,Q27_14,Q27_14_other,Q26_21,Q27_21,Q26_22,Q27_22,Q26_23,Q27_23,Q26_24,Q27_24,Q26_25,Q27_25,Q26_26,Q27_26,Q26_27,Q27_27,Q26_28,Q27_28,Q26_29,Q27_29,Q27_29_other,Q26_3,Q27_3,Q26_41,Q27_41,Q26_42,Q27_42,Q26_43,Q27_43,Q26_44,Q27_44,Q27_44_other,Q26_51,Q27_51,Q26_52,Q27_52,Q26_53,Q27_53,Q26_54,Q27_54,Q27_54_other,Q26_61,Q27_61,Q26_62,Q27_62,Q26_63,Q27_63,Q26_64,Q27_64,Q26_65,Q27_65,Q27_65_other,Q26_71,Q27_71,Q26_72,Q27_72,Q26_73,Q27_73,Q26_74,Q27_74,Q26_75,Q27_75,Q26_81,Q27_81,Q26_82,Q27_82,Q26_83,Q27_83,Q26_84,Q27_84,Q26_85,Q27_85,Q26_86,Q27_86,Q26_87,Q27_87,Q27_87_other,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_12,Q28_13,Q28_14,Q28_15,Q28_16,Q28_17,Q28_18,Q28other,Q30_1,Q30_2,Q30_3,Q31,Q33_1,Q33_2,Q33_3,Q34_1,Q34_2,Q34_3,Q35,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q37,Q38,Q39
2057.0,Engleza,Chisinau,Airport,Foreign tourist,United Kingdom,United Kingdom,57.0,56-67,2.0,Group visitor (organized by an agency/ tour-operator),"I have time for holidays, vacation now","Good weather, it's hot now, I like autumn, to see autumn in Moldova",City Day,Wine,"Trip, excursions",,2.0,8.0,1-2 weeks,Leisure tourism,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,,To some extent,"Leisure: Vacation, rest, recreation",No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,Via a Moldavian-based travel agency/ tour operator,,No,No,No,No,No,No,Yes,No,No,No,No,,,,Very easy,Yes,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,,By plane,By plane,38280.0,No,No,,No,No,5742.0,No,No,8230.2,No,No,574.2,No,No,,Yes,No,,No,No,10.0,No,No,,No,No,52836.399999999994,No,No,I visited,Very satisfied,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,,I visited,Very satisfied,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,,I visited,Satisfied,I visited,Satisfied,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,I visited,Very satisfied,I did not visit,,I visited,Very satisfied,I visited,Very satisfied,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Not applicable,,DK,,,I would surely recommend,Orheiul Vechi,Asconi,Tipova Monastery,DK,,,,DK,,,DK,,,Female,Complete higher education (Bachelor’s degree),"Married, with children"
1563.0,Engleza,Chisinau,Airport,Foreign tourist,Sweden,Sweden,60.0,56-67,5.0,Group visitor (organized by an agency/ tour-operator),Wine Day,,,"Wineries, wine tours",,,1.0,6.0,Less than a week,Leisure tourism,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,,To some extent,Wine Festival (National Wine Day),Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Via a foreign travel agency/ tour operator (e.g. in tourist’s home country),,No,No,No,No,No,No,Yes,No,No,No,No,,,,Very difficult,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,By plane,By plane,,No,Yes,,No,No,,No,No,,No,No,,No,No,,No,No,,No,No,,No,No,,No,No,22968.0,No,No,I visited,Very satisfied,I did not visit,,I visited,Very satisfied,I did not visit,,,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I visited,Very satisfied,I did not visit,,I visited,DK/ NR,I did not visit,,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,"Neither satisfied, nor dissatisfied",Rather satisfied,Very satisfied,Rather satisfied,"Neither satisfied, nor dissatisfied",Very satisfied,Very satisfied,Rather satisfied,Very satisfied,Rather satisfied,Rather satisfied,Very satisfied,Rather satisfied,Not applicable,,No difficulties,,,9.0,Soroca,Milestii Mici,Cricova,"Visit touristic locations, trips","Eat good food, traditional food",Buy souvenirs,,,,,Roads,To renovate the buildings,,Male,"Master’s degree, Ph. D.","Married, with children"
1250.0,Engleza,Chisinau,PMAN (during National Wine Day & City Anniversary),Foreign tourist,Sweden,Sweden,80.0,68+,6.0,Group visitor (organized by an agency/ tour-operator),Wine Day,Sovietic country,,"Not famous, unexplored, unkown",,,1.0,4.0,Less than a week,Leisure tourism,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,,To a great extent,Wine Festival (National Wine Day),No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,No,Via a foreign travel agency/ tour operator (e.g. in tourist’s home country),,No,No,No,No,No,No,Yes,No,No,No,No,,,,Very easy,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,,By bus,By bus,,Yes,No,765.6,No,No,3828.0,No,No,574.2,No,No,,No,Yes,957.0,No,No,382.8,No,No,,No,Yes,191.4,No,No,6699.0,No,No,I visited,Satisfied,I did not visit,,I visited,Satisfied,I did not visit,,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I visited,Satisfied,I did not visit,,,I visited,Very satisfied,I did not visit,,I visited,Satisfied,I did not visit,,I did not visit,,,I did not visit,,I visited,"Neither satisfied, nor dissatisfied",I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I visited,Satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Rather satisfied,Very satisfied,Very satisfied,Very satisfied,Rather dissatisfied,"Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied",Rather dissatisfied,"Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied",Rather dissatisfied,"Neither satisfied, nor dissatisfied",Rather satisfied,Rather satisfied,Rather satisfied,"Neither satisfied, nor dissatisfied",Not applicable,,,,,9.0,Saharna,Cricova,Transnistria,Drink wine,Buy wine,,,,,,"Hotels, service in the hotel, hotel quality",,,Female,Incomplete higher education,"Married, with children"
1248.0,Engleza,Chisinau,PMAN (during National Wine Day & City Anniversary),Foreign tourist,Sweden,Sweden,75.0,68+,6.0,Group visitor (organized by an agency/ tour-operator),Wine Day,,,,,,1.0,4.0,Less than a week,Leisure tourism,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,,To some extent,Wine Festival (National Wine Day),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,Yes,No,No,No,No,Via a foreign travel agency/ tour operator (e.g. in tourist’s home country),,No,No,No,No,No,Yes,Yes,No,No,No,No,,,,"Nor, nor",Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,,By bus,By bus,,Yes,No,765.6,No,No,3828.0,No,No,765.6,No,No,957.0,No,No,382.8,No,No,287.1,No,No,,No,Yes,,No,Yes,6986.100000000001,No,No,I visited,"Neither satisfied, nor dissatisfied",I did not visit,,I visited,Satisfied,I did not visit,,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I visited,Satisfied,I did not visit,,,I visited,Very satisfied,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,,I did not visit,,I visited,Satisfied,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I visited,Satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Very satisfied,Rather satisfied,Very satisfied,"Neither satisfied, nor dissatisfied",Not applicable,"Neither satisfied, nor dissatisfied",DK,"Neither satisfied, nor dissatisfied",Rather dissatisfied,"Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied",DK,"Neither satisfied, nor dissatisfied",Rather satisfied,Rather satisfied,"Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied",Not applicable,,,,,8.0,,,,,,,,,,,,,,Male,General school,"Married, with children"
1249.0,Engleza,Chisinau,PMAN (during National Wine Day & City Anniversary),Foreign tourist,Sweden,Sweden,85.0,68+,7.0,Group visitor (organized by an agency/ tour-operator),Wine Day,,,Transnistria,,,1.0,4.0,Less than a week,Leisure tourism,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,To a great extent,Wine Festival (National Wine Day),Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,Yes,Yes,No,No,Via a foreign travel agency/ tour operator (e.g. in tourist’s home country),,No,No,No,No,No,Yes,No,No,No,No,No,,,,"Nor, nor",Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,,By bus,By bus,,Yes,No,765.6,No,No,3828.0,No,No,957.0,No,No,191.4,No,No,765.6,No,No,191.4,No,No,,No,Yes,574.2,No,No,7273.2,No,No,I visited,Satisfied,I did not visit,,I visited,Satisfied,I did not visit,,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,,I visited,Very satisfied,I did not visit,,I visited,Satisfied,I did not visit,,I did not visit,,,I did not visit,,I visited,"Neither satisfied, nor dissatisfied",I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I visited,Satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Very satisfied,Rather satisfied,Very satisfied,"Neither satisfied, nor dissatisfied",Very dissatisfied,Rather satisfied,"Neither satisfied, nor dissatisfied",Rather satisfied,"Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied",Very satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Not applicable,,,,,9.0,DK,,,DK,,,,,,,,,,Male,Vocational school,"Married, with children"
1265.0,Engleza,Asconi,Winery (during National Wine Day),Foreign tourist,Sweden,Sweden,55.0,46-55,8.0,Group visitor (organized by an agency/ tour-operator),Wine Day,,,Wine,Culture,"Lanscapes, beautiful contry, nature",1.0,2.0,Less than 3 days,Leisure tourism,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,,To a great extent,Wine Festival (National Wine Day),Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,,Yes,No,Yes,Yes,Yes,No,No,No,Family members/ friends,,No,No,No,No,No,Yes,No,No,No,No,No,,,,Easy,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,,By bus,By plane,,No,Yes,,No,No,3000.0,No,No,500.0,No,No,500.0,No,No,300.0,No,No,400.0,No,No,100.0,No,No,,Yes,No,4800.0,No,No,I did not visit,,I did not visit,,I visited,"Neither satisfied, nor dissatisfied",I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I visited,Satisfied,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I visited,"Neither satisfied, nor dissatisfied",I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Rather satisfied,Rather satisfied,"Neither satisfied, nor dissatisfied",Rather satisfied,DK,"Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied",Very satisfied,Very satisfied,Rather satisfied,Rather satisfied,Very satisfied,Rather satisfied,Rather satisfied,DK,Not applicable,,,,,9.0,DK,,,"Hiking, walking",Drink wine,"Eat good food, traditional food",,,,,Wine tasting needs to be improved,,,Female,"Master’s degree, Ph. D.","Married, with children"
1953.0,Engleza,Chisinau,Airport,Foreign tourist,Sweden,Sweden,62.0,56-67,2.0,Group visitor (organized by an agency/ tour-operator),City Day,,,"Monasteries, churches",Saharna,Wine,999.0,5.0,Less than a week,Leisure tourism,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,,To a great extent,"Festivals, celebrations, events",Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,Via a Moldavian-based travel agency/ tour operator,,No,No,No,Yes,No,No,No,No,No,No,No,,,,Easy,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,,By plane,By plane,24882.0,No,No,,No,No,3828.0,No,No,4976.400000000001,No,No,,No,No,,No,No,,No,No,13.0,No,No,5742.0,No,No,39441.4,No,No,I visited,Very satisfied,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,,I visited,Very satisfied,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I visited,Very satisfied,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I visited,Satisfied,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I visited,Satisfied,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Very satisfied,Rather satisfied,Very satisfied,Very satisfied,Very satisfied,Rather satisfied,Not applicable,,No difficulties,,,I would surely recommend,Butuceni,Soroca,"Monasteries, Churches",Make better roads,Cleaning,,,,,,Tourist guides are missing / boring,,,Female,Vocational school,"Married, with children"
1951.0,Engleza,Chisinau,Airport,Foreign tourist,Sweden,Sweden,49.0,46-55,999.0,Group visitor (organized by an agency/ tour-operator),"I have time for holidays, vacation now","Festivals, holidays",,Chisinau,,,1.0,4.0,Less than a week,DK,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,,To some extent,"Festivals, celebrations, events",Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,Via a Moldavian-based travel agency/ tour operator,,No,No,No,No,No,No,No,No,No,Yes,No,,,,Very easy,Yes,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,,By plane,By plane,24882.0,No,No,,No,No,1914.0,No,No,3828.0,No,No,,No,No,,No,No,,No,No,,No,No,,No,No,30624.0,No,No,I visited,Very satisfied,I did not visit,,I visited,Very satisfied,I did not visit,,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I visited,Very satisfied,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,I did not visit,,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,,I visited,Satisfied,I visited,Satisfied,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,I visited,Very satisfied,I visited,DK/ NR,I visited,DK/ NR,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Rather dissatisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Not applicable,,No difficulties,,,I would surely recommend,Milestii Mici,,,Make better roads,"Eat good food, traditional food",,,DK,,,DK,,,Female,General school,"Married, with children"
2072.0,Engleza,Chisinau,Airport,Foreign tourist,Sweden,Sweden,60.0,56-67,2.0,Group visitor (organized by an agency/ tour-operator),"Festivals, holidays","I have time for holidays, vacation now",,Wine,Chisinau,,2.0,5.0,Less than a week,Leisure tourism,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,,Not at all,"Leisure: Vacation, rest, recreation",No,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,Via a Moldavian-based travel agency/ tour operator,,No,No,No,No,No,No,Yes,No,No,No,No,,,,Very easy,Yes,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,,By plane,By plane,19140.0,No,No,,No,No,3828.0,No,No,3828.0,No,No,,No,No,,No,No,,No,No,,No,No,8038.8,No,No,34834.8,No,No,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I visited,Very satisfied,I visited,Very satisfied,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,,I visited,Very satisfied,I did not visit,,I visited,Very satisfied,I did not visit,,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Very satisfied,Very satisfied,Very satisfied,Rather satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Not applicable,,No difficulties,,,I would surely recommend,Orheiul Vechi,"Monasteries, Churches",,Make better roads,"Eat good food, traditional food","Visit touristic locations, trips",,DK,,,DK,,,Male,"Master’s degree, Ph. D.","Married, with children"
1238.0,Engleza,Chisinau,Airport,Foreign tourist,Sweden,Sweden,53.0,46-55,9.0,Group visitor (organized by an agency/ tour-operator),Wine Day,,,"Monasteries, churches",,,1.0,5.0,Less than a week,Leisure tourism,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,,To some extent,Culture,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,Via a Moldavian-based travel agency/ tour operator,,No,No,No,Yes,No,No,No,No,No,No,No,,,,Very easy,Yes,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,,By plane,By plane,13398.0,No,No,1914.0,No,No,5359.2,No,No,3828.0,No,No,1914.0,No,No,3828.0,No,No,3828.0,No,No,60.0,No,No,34069.200000000004,No,No,68198.4,No,No,I did not visit,,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I visited,DK/ NR,I did not visit,,I did not visit,,,I did not visit,,I visited,Very satisfied,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,,I visited,Very satisfied,I did not visit,,I visited,Very satisfied,I did not visit,,,I did not visit,,I visited,Satisfied,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,I visited,Very satisfied,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Very satisfied,Rather satisfied,Very satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Very satisfied,Not applicable,,No difficulties,,,9.0,"Monasteries, Churches",Wineries,,Cleaning,,,,Information in english for tourists,,,Tourist guides are missing / boring,,,Female,Complete higher education (Bachelor’s degree),"Married, with children"
1253.0,Engleza,Chisinau,Airport,Foreign tourist,Sweden,Sweden,70.0,68+,4.0,Group visitor (organized by an agency/ tour-operator),"There is no reason, so it was received",,,"Not famous, unexplored, unkown",,,1.0,5.0,Less than a week,Leisure tourism,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,,To some extent,Wine Festival (National Wine Day),No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,Yes,Yes,No,No,No,No,Via a foreign travel agency/ tour operator (e.g. in tourist’s home country),,No,No,No,No,No,No,Yes,No,No,No,No,,,,Don’t know/ Refuze to answer,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,,By plane,By plane,,No,Yes,,No,No,,No,No,,No,No,,No,No,,No,No,,No,No,,No,No,,No,No,22968.0,No,No,I visited,Satisfied,I visited,Very satisfied,I visited,DK/ NR,I did not visit,,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,DK,DK,Very satisfied,DK,DK,DK,DK,DK,DK,DK,DK,DK,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Not applicable,,No difficulties,,,I would surely recommend,Wine Day,Transnistria,,DK,,,,,,,,,,Female,Complete higher education (Bachelor’s degree),"Married, with children"
1255.0,Engleza,Chisinau,Airport,Foreign tourist,Sweden,Sweden,74.0,68+,4.0,Group visitor (organized by an agency/ tour-operator),Wine Day,"To learn about the country, from curiosity, it is not a famous country, the new country",,,,,1.0,14.0,1-2 weeks,Leisure tourism,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,To some extent,Wine Festival (National Wine Day),Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,,Yes,No,No,Yes,No,Yes,No,No,Via a foreign travel agency/ tour operator (e.g. in tourist’s home country),,No,No,No,No,No,No,No,No,No,No,No,,,,Don’t know/ Refuze to answer,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,,By plane,By plane,,No,Yes,,No,No,,No,No,,No,No,,No,No,,No,No,,No,No,,No,No,,No,No,21054.0,No,No,I visited,"Neither satisfied, nor dissatisfied",I did not visit,,I visited,Very satisfied,I did not visit,,,I did not visit,,I visited,Satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I visited,"Neither satisfied, nor dissatisfied",I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,I did not visit,,I did not visit,,I visited,Very satisfied,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,I did not visit,,,Rather satisfied,"Neither satisfied, nor dissatisfied",Rather satisfied,Rather satisfied,DK,"Neither satisfied, nor dissatisfied","Neither satisfied, nor dissatisfied",Rather dissatisfied,Rather dissatisfied,Very satisfied,Very satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Rather satisfied,Very satisfied,Rather satisfied,Not applicable,,No difficulties,,,8.0,DK,,,DK,,,,,,,,,,Male,"Master’s degree, Ph. D.","Married, without children"
